State abbreviation,Grade,Subject,Parent Standard ID,Standard ID,Level,Standard Order,Standard Number,Standard Category,Standard Text,Adopted Year,Corresponding CA CCSS for ELA/Literacy
CA,4,English Language Learners,35000ef0-85cc-47fb-9b6e-751269054353,0e5343e4-b854-4f96-9ac3-ff464e33a6e4,5,'13303506002002001001,I.B.6.EM.a.,Mode of Communication,"Describe ideas, phenomena (e.g., volcanic eruptions), and text elements (main idea, characters, events, etc.) based on close reading of a select set of grade_level texts with substantial support.",2012,"RL.4.1, RL.4.2, RL.4.3, RL.4.4, RL.4.5, RL.4.6, RL.4.7, RL.4.9, RL.4.10, RI.4.1, RI.4.2, RI.4.3, RI.4.4, RI.4.5, RI.4.6, RI.4.7, RI.4.9, RI.4.10, SL.4.2, SL.4.3, L.4.3, L.4.4, L.4.6"
CA,4,English Language Learners,35000ef0-85cc-47fb-9b6e-751269054353,17c08ebc-4aac-4651-9790-52131718092f,5,'13303506002002001002,I.B.6.EM.b.,Mode of Communication,"Use knowledge of frequently_used affixes (e.g., un_, mis_) and linguistic context, reference materials, and visual cues to determine the meaning of unknown words on familiar topics.",2012,"RL.4.1, RL.4.2, RL.4.3, RL.4.4, RL.4.5, RL.4.6, RL.4.7, RL.4.9, RL.4.10, RI.4.1, RI.4.2, RI.4.3, RI.4.4, RI.4.5, RI.4.6, RI.4.7, RI.4.9, RI.4.10, SL.4.2, SL.4.3, L.4.3, L.4.4, L.4.6"
CA,4,English Language Learners,5113d567-b170-48de-80de-305a38085ff5,2d1d0736-b515-4b38-bfe0-c1d78f5289f0,4,'13303506002002002000,I.B.6.EX.,Mode of Communication,Expanding,2012,
CA,4,English Language Learners,2d1d0736-b515-4b38-bfe0-c1d78f5289f0,ff56404a-9ade-4399-9fe2-0d91f2d5f322,5,'13303506002002002001,I.B.6.EX.a.,Mode of Communication,"Describe ideas, phenomena (e.g., animal migration), and text elements (main idea, central message, etc.) in greater detail based on close reading of a variety of grade_level texts with moderate support.",2012,"RL.4.1, RL.4.2, RL.4.3, RL.4.4, RL.4.5, RL.4.6, RL.4.7, RL.4.9, RL.4.10, RI.4.1, RI.4.2, RI.4.3, RI.4.4, RI.4.5, RI.4.6, RI.4.7, RI.4.9, RI.4.10, SL.4.2, SL.4.3, L.4.3, L.4.4, L.4.6"
CA,4,English Language Learners,2d1d0736-b515-4b38-bfe0-c1d78f5289f0,ba15a633-4c72-4924-a992-2fad0c7d3be0,5,'13303506002002002002,I.B.6.EX.b.,Mode of Communication,"Use knowledge of morphology (e.g., affixes, roots, and base words), linguistic context, and reference materials to determine the meaning of unknown words on familiar topics.",2012,"RL.4.1, RL.4.2, RL.4.3, RL.4.4, RL.4.5, RL.4.6, RL.4.7, RL.4.9, RL.4.10, RI.4.1, RI.4.2, RI.4.3, RI.4.4, RI.4.5, RI.4.6, RI.4.7, RI.4.9, RI.4.10, SL.4.2, SL.4.3, L.4.3, L.4.4, L.4.6"
CA,4,English Language Learners,5113d567-b170-48de-80de-305a38085ff5,2fc558ae-d8f1-4ce4-a505-80fea69731e1,4,'13303506002002003000,I.B.6.B.,Mode of Communication,Bridging,2012,
CA,4,English Language Learners,2fc558ae-d8f1-4ce4-a505-80fea69731e1,b479f389-279a-45be-a79d-13bd62aefaff,5,'13303506002002003001,I.B.6.B.a.,Mode of Communication,"Describe ideas, phenomena (e.g., pollination), and text elements (main idea, character traits, event sequence, etc.) in detail based on close reading of a variety of grade_level texts with light support.",2012,"RL.4.1, RL.4.2, RL.4.3, RL.4.4, RL.4.5, RL.4.6, RL.4.7, RL.4.9, RL.4.10, RI.4.1, RI.4.2, RI.4.3, RI.4.4, RI.4.5, RI.4.6, RI.4.7, RI.4.9, RI.4.10, SL.4.2, SL.4.3, L.4.3, L.4.4, L.4.6"
CA,4,English Language Learners,2fc558ae-d8f1-4ce4-a505-80fea69731e1,a056c6e2-6953-4bb4-9fff-3442e8995a6b,5,'13303506002002003002,I.B.6.B.b.,Mode of Communication,"Use knowledge of morphology (e.g., affixes, roots, and base words) and linguistic context to determine the meaning of unknown and multiple_meaning words on familiar and new topics.",2012,"RL.4.1, RL.4.2, RL.4.3, RL.4.4, RL.4.5, RL.4.6, RL.4.7, RL.4.9, RL.4.10, RI.4.1, RI.4.2, RI.4.3, RI.4.4, RI.4.5, RI.4.6, RI.4.7, RI.4.9, RI.4.10, SL.4.2, SL.4.3, L.4.3, L.4.4, L.4.6"
CA,4,English Language Learners,77dc2614-13cd-40c9-b3d0-a28b5e7fb297,05e4649b-8f67-445c-8b69-67f9c3b9d498,3,'13303506002003000000,I.B.7.,Mode of Communication,"Evaluating how well writers and speakers use language to support ideas and opinions with details or reasons depending on modality, text type, purpose, audience, topic, and content area",2012,"RL.4.3, RL.4.4, RL.4.6, RI.4.2, RI.4.6, RI.4.8, SL.4.3, L.4.3, L.4.4, L.4.5, L.4.6"
CA,4,English Language Learners,05e4649b-8f67-445c-8b69-67f9c3b9d498,9755aeb8-9bf3-4881-bc72-c99d55bf028c,4,'13303506002003001000,I.B.7.EM.,Mode of Communication,Emerging,2012,
CA,4,English Language Learners,9755aeb8-9bf3-4881-bc72-c99d55bf028c,b53e6c4e-c4d2-477f-b566-8e6952822a47,5,'13303506002003001001,I.B.7.EM.a.,Mode of Communication,"Describe the specific language writers or speakers use to present or support an idea (e.g., the specific vocabulary or phrasing used to provide evidence) with prompting and substantial support.",2012,"RL.4.3, RL.4.4, RL.4.6, RI.4.2, RI.4.6, RI.4.8, SL.4.3, L.4.3, L.4.4, L.4.5, L.4.6"
CA,4,English Language Learners,05e4649b-8f67-445c-8b69-67f9c3b9d498,559e005f-9501-41cc-9585-1a77f81e11f7,4,'13303506002003002000,I.B.7.EX.,Mode of Communication,Expanding,2012,
CA,4,English Language Learners,559e005f-9501-41cc-9585-1a77f81e11f7,76ee94f7-0127-4119-a510-b41db62e8f95,5,'13303506002003002001,I.B.7.EX.a.,Mode of Communication,"Describe how well writers or speakers use specific language resources to support an opinion or present an idea (e.g., whether the vocabulary or phrasing used to provide evidence is strong enough) with prompting and moderate support.",2012,"RL.4.3, RL.4.4, RL.4.6, RI.4.2, RI.4.6, RI.4.8, SL.4.3, L.4.3, L.4.4, L.4.5, L.4.6"
CA,4,English Language Learners,05e4649b-8f67-445c-8b69-67f9c3b9d498,205b56db-20c8-4492-b0f7-46c35b0aa0de,4,'13303506002003003000,I.B.7.B.,Mode of Communication,Bridging,2012,
CA,4,English Language Learners,205b56db-20c8-4492-b0f7-46c35b0aa0de,2297c4fc-6ea5-4335-bdac-4ffda5355162,5,'13303506002003003001,I.B.7.B.a.,Mode of Communication,"Describe how well writers and speakers use specific language resources to support an opinion or present an idea (e.g., the clarity or appealing nature of language used to present evidence) with prompting and light support.",2012,"RL.4.3, RL.4.4, RL.4.6, RI.4.2, RI.4.6, RI.4.8, SL.4.3, L.4.3, L.4.4, L.4.5, L.4.6"
CA,4,English Language Learners,77dc2614-13cd-40c9-b3d0-a28b5e7fb297,67b184d1-a0de-4864-b08d-e6ff47f4bcf1,3,'13303506002004000000,I.B.8.,Mode of Communication,"Analyzing how writers and speakers use vocabulary and other language resources for specific purposes (to explain, persuade, entertain, etc.) depending on modality, text type, purpose, audience, topic, and content area",2012,"RL.4.4, RL.4.5, RI.4.4, RI.4.5, SL.4.3, L.4.3, L.4.4, L.4.5, L.4.6"
CA,4,English Language Learners,67b184d1-a0de-4864-b08d-e6ff47f4bcf1,addf64be-7158-4ce5-90c0-3532cdd86775,4,'13303506002004001000,I.B.8.EM.,Mode of Communication,Emerging,2012,
CA,4,English Language Learners,addf64be-7158-4ce5-90c0-3532cdd86775,16badb03-7176-4d22-b9df-6dd2367e5c40,5,'13303506002004001001,I.B.8.EM.a.,Mode of Communication,"Distinguish how different words with similar meaning produce different effects on the audience (e.g., describing a character’s actions as whined versus said).",2012,"RL.4.4, RL.4.5, RI.4.4, RI.4.5, SL.4.3, L.4.3, L.4.4, L.4.5, L.4.6"
CA,4,English Language Learners,67b184d1-a0de-4864-b08d-e6ff47f4bcf1,373e6f94-4813-4dcc-8252-2e8604902f95,4,'13303506002004002000,I.B.8.EX.,Mode of Communication,Expanding,2012,
CA,4,English Language Learners,373e6f94-4813-4dcc-8252-2e8604902f95,afa47985-12af-43d2-aedf-f6a392295188,5,'13303506002004002001,I.B.8.EX.a.,Mode of Communication,"Distinguish how different words with similar meanings (e.g., describing a character as smart versus an expert) and figurative language (e.g., as big as a whale) produce shades of meaning and different effects on the audience.",2012,"RL.4.4, RL.4.5, RI.4.4, RI.4.5, SL.4.3, L.4.3, L.4.4, L.4.5, L.4.6"
CA,4,English Language Learners,67b184d1-a0de-4864-b08d-e6ff47f4bcf1,b6c5dee6-3f06-480e-9767-f32b35e2294a,4,'13303506002004003000,I.B.8.B.,Mode of Communication,Bridging,2012,
CA,4,English Language Learners,b6c5dee6-3f06-480e-9767-f32b35e2294a,c865e6ec-1dfa-4f74-bac7-59ed5dbc5b3b,5,'13303506002004003001,I.B.8.B.a.,Mode of Communication,"Distinguish how different words with related meanings (e.g., fun versus entertaining versus thrilling, possibly versus certainly) and figurative language produce shades of meaning and different effects on the audience.",2012,"RL.4.4, RL.4.5, RI.4.4, RI.4.5, SL.4.3, L.4.3, L.4.4, L.4.5, L.4.6"
CA,4,English Language Learners,257bf393-df37-47a8-a8b2-feafd08dbcac,8ef600bd-80eb-4e71-9575-ca7bb06de831,2,'13303506003000000000,I.C.,Mode of Communication,Productive,2012,
CA,4,English Language Learners,8ef600bd-80eb-4e71-9575-ca7bb06de831,a46a6a99-80f1-4758-b57b-671ea639a2bf,3,'13303506003001000000,I.C.9.,Mode of Communication,Expressing information and ideas in formal oral presentations on academic topics,2012,"SL.4.4, SL.4.5, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,a46a6a99-80f1-4758-b57b-671ea639a2bf,d05cba19-6f20-4ff0-a6c5-d17228f6f6e8,4,'13303506003001001000,I.C.9.EM.,Mode of Communication,Emerging,2012,
CA,4,English Language Learners,d05cba19-6f20-4ff0-a6c5-d17228f6f6e8,fd256ea8-0d2c-47e8-ad33-e6ac05ce82fa,5,'13303506003001001001,I.C.9.EM.a.,Mode of Communication,"Plan and deliver brief oral presentations on a variety of topics and content areas (e.g., retelling a story, explaining a science process, reporting on a current event, recounting a memorable experience, etc.) with substantial support.",2012,"SL.4.4, SL.4.5, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,a46a6a99-80f1-4758-b57b-671ea639a2bf,23649db5-e960-48d6-8b62-f0eb903aecf4,4,'13303506003001002000,I.C.9.EX.,Mode of Communication,Expanding,2012,
CA,4,English Language Learners,23649db5-e960-48d6-8b62-f0eb903aecf4,474c0671-3ae1-4524-91ad-1f5b3bb5e5aa,5,'13303506003001002001,I.C.9.EX.a.,Mode of Communication,"Plan and deliver longer oral presentations on a variety of topics and content areas (e.g., retelling a story, explaining a science process, reporting on a current event, recounting a memorable experience, etc.) with moderate support.",2012,"SL.4.4, SL.4.5, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,a46a6a99-80f1-4758-b57b-671ea639a2bf,02005c7e-999c-408e-b4cd-04f3c4a3635e,4,'13303506003001003000,I.C.9.B.,Mode of Communication,Bridging,2012,
CA,4,English Language Learners,02005c7e-999c-408e-b4cd-04f3c4a3635e,0132115d-8c54-4877-9486-3fbfe1ce563a,5,'13303506003001003001,I.C.9.B.a.,Mode of Communication,"Plan and deliver oral presentations on a variety of topics in a variety of content areas (e.g., retelling a story, explaining a science process, reporting on a current event, recounting a memorable experience, etc.) with light support.",2012,"SL.4.4, SL.4.5, SL.4.6, L.4.1, L.4.3, L.4.6"
CA,4,English Language Learners,8ef600bd-80eb-4e71-9575-ca7bb06de831,afeb0e66-f015-4e51-9d4a-0da414fe32c7,3,'13303506003002000000,I.C.10.,Mode of Communication,"Writing literary and informational texts to present, describe, and explain ideas and information, using appropriate technology",2012,"W.4.1, W.4.2, W.4.3, W.4.4, W.4.5, W.4.6, W.4.7, W.4.8, W.4.9, W.4.10, L.4.1, L.4.2, L.4.3, L.4.6"
CA,4,English Language Learners,afeb0e66-f015-4e51-9d4a-0da414fe32c7,ed489b01-e818-4cd8-826b-8238304124f7,4,'13303506003002001000,I.C.10.EM.,Mode of Communication,Emerging,2012,
CA,4,English Language Learners,ed489b01-e818-4cd8-826b-8238304124f7,eba83ef4-34ca-49ab-95e7-a24f0ec00d85,5,'13303506003002001001,I.C.10.EM.a.,Mode of Communication,"Write short literary and informational texts (e.g., a description of a flashlight) collaboratively (e.g., joint construction of texts with an adult or with peers) and sometimes independently.",2012,"W.4.1, W.4.2, W.4.3, W.4.4, W.4.5, W.4.6, W.4.7, W.4.8, W.4.9, W.4.10, L.4.1, L.4.2, L.4.3, L.4.6"
CA,4,English Language Learners,ed489b01-e818-4cd8-826b-8238304124f7,0ba75566-03d8-4727-8af1-b67d71a33037,5,'13303506003002001002,I.C.10.EM.b.,Mode of Communication,"Write brief summaries of texts and experiences using complete sentences and key words (e.g., from notes or graphic organizers).",2012,"W.4.1, W.4.2, W.4.3, W.4.4, W.4.5, W.4.6, W.4.7, W.4.8, W.4.9, W.4.10, L.4.1, L.4.2, L.4.3, L.4.6"
CA,4,English Language Learners,afeb0e66-f015-4e51-9d4a-0da414fe32c7,853ec374-20d5-4c15-b001-b5e3914a9927,4,'13303506003002002000,I.C.10.EX.,Mode of Communication,Expanding,2012,
CA,4,English Language Learners,853ec374-20d5-4c15-b001-b5e3914a9927,9e0eb947-ee9d-4f9e-955d-0b5824c8bfa2,5,'13303506003002002001,I.C.10.EX.a.,Mode of Communication,"Write longer literary and informational texts (e.g., an explanatory text on how flashlights work) collaboratively (e.g., joint construction of texts with an adult or with peers) and with increasing independence using appropriate text organization.",2012,"W.4.1, W.4.2, W.4.3, W.4.4, W.4.5, W.4.6, W.4.7, W.4.8, W.4.9, W.4.10, L.4.1, L.4.2, L.4.3, L.4.6"
CA,4,English Language Learners,853ec374-20d5-4c15-b001-b5e3914a9927,b5322bf5-79cb-4a6e-9f36-575354a1a85e,5,'13303506003002002002,I.C.10.EX.b.,Mode of Communication,"Write increasingly concise summaries of texts and experiences using complete sentences and key words (e.g., from notes or graphic organizers).",2012,"W.4.1, W.4.2, W.4.3, W.4.4, W.4.5, W.4.6, W.4.7, W.4.8, W.4.9, W.4.10, L.4.1, L.4.2, L.4.3, L.4.6"
CA,4,English Language Learners,afeb0e66-f015-4e51-9d4a-0da414fe32c7,b8130b85-d55c-476f-99fc-f1a543e98b3c,4,'13303506003002003000,I.C.10.B.,Mode of Communication,Bridging,2012,
CA,4,English Language Learners,b8130b85-d55c-476f-99fc-f1a543e98b3c,120b1107-373d-4178-a3d3-51ef005fef88,5,'13303506003002003001,I.C.10.B.a.,Mode of Communication,"Write longer and more detailed literary and informational texts (e.g., an explanatory text on how flashlights work) collaboratively (e.g., joint construction of texts with an adult or with peers) and independently using appropriate text organization and growing understanding of register.",2012,"W.4.1, W.4.2, W.4.3, W.4.4, W.4.5, W.4.6, W.4.7, W.4.8, W.4.9, W.4.10, L.4.1, L.4.2, L.4.3, L.4.6"
CA,4,English Language Learners,b8130b85-d55c-476f-99fc-f1a543e98b3c,3060f027-7cb8-4365-9731-618c5681287e,5,'13303506003002003002,I.C.10.B.b.,Mode of Communication,"Write clear and coherent summaries of texts and experiences using complete and concise sentences and key words (e.g., from notes or graphic organizers).",2012,"W.4.1, W.4.2, W.4.3, W.4.4, W.4.5, W.4.6, W.4.7, W.4.8, W.4.9, W.4.10, L.4.1, L.4.2, L.4.3, L.4.6"
CA,4,English Language Learners,8ef600bd-80eb-4e71-9575-ca7bb06de831,fb2a706a-c6cd-4016-8f01-2c14977a0614,3,'13303506003003000000,I.C.11.,Mode of Communication,Supporting own opinions and evaluating others’ opinions in speaking and writing,2012,"W.4.1, W.4.4, W.4.9, W.4.10, SL.4.4, SL.4.6, L.4.1, L.4.2, L.4.3, L.4.6"
CA,4,English Language Learners,fb2a706a-c6cd-4016-8f01-2c14977a0614,265c94d3-bc60-43ce-9cf5-766ddf65e7a5,4,'13303506003003001000,I.C.11.EM.,Mode of Communication,Emerging,2012,
CA,4,English Language Learners,265c94d3-bc60-43ce-9cf5-766ddf65e7a5,c3d2dcb6-2a4c-4a07-a14b-e9e53fef15ae,5,'13303506003003001001,I.C.11.EM.a.,Mode of Communication,"Support opinions by expressing appropriate/accurate reasons using textual evidence (e.g., referring to text) or relevant background knowledge about content with substantial support.",2012,"W.4.1, W.4.4, W.4.9, W.4.10, SL.4.4, SL.4.6, L.4.1, L.4.2, L.4.3, L.4.6"
CA,4,English Language Learners,265c94d3-bc60-43ce-9cf5-766ddf65e7a5,50ac01eb-54bc-4944-a294-ed233948ceeb,5,'13303506003003001002,I.C.11.EM.b.,Mode of Communication,"Express ideas and opinions or temper statements using basic modal expressions (e.g., can, will, maybe).",2012,"W.4.1, W.4.4, W.4.9, W.4.10, SL.4.4, SL.4.6, L.4.1, L.4.2, L.4.3, L.4.6"
CA,4,English Language Learners,fb2a706a-c6cd-4016-8f01-2c14977a0614,0799ad39-78e5-452f-a5a9-25bea7b1e811,4,'13303506003003002000,I.C.11.EX.,Mode of Communication,Expanding,2012,
CA,4,English Language Learners,0799ad39-78e5-452f-a5a9-25bea7b1e811,853a46e3-be7b-448e-a0cb-5f353390be08,5,'13303506003003002001,I.C.11.EX.a.,Mode of Communication,"Support opinions or persuade others by expressing appropriate/accurate reasons using some textual evidence (e.g., paraphrasing facts) or relevant background knowledge about content with moderate support.",2012,"W.4.1, W.4.4, W.4.9, W.4.10, SL.4.4, SL.4.6, L.4.1, L.4.2, L.4.3, L.4.6"
CA,4,English Language Learners,0799ad39-78e5-452f-a5a9-25bea7b1e811,2e0ab3a3-1ad5-443e-9949-dd1409c1945d,5,'13303506003003002002,I.C.11.EX.b.,Mode of Communication,"Express attitude and opinions or temper statements with familiar modal expressions (e.g., maybe/probably, can/must).",2012,"W.4.1, W.4.4, W.4.9, W.4.10, SL.4.4, SL.4.6, L.4.1, L.4.2, L.4.3, L.4.6"
CA,4,English Language Learners,fb2a706a-c6cd-4016-8f01-2c14977a0614,15a6d104-2f4f-49db-8837-09393ff92f3a,4,'13303506003003003000,I.C.11.B.,Mode of Communication,Bridging,2012,
CA,4,English Language Learners,15a6d104-2f4f-49db-8837-09393ff92f3a,5c344e09-418d-4ed7-81ee-beac338cbccd,5,'13303506003003003001,I.C.11.B.a.,Mode of Communication,"Support opinions or persuade others by expressing appropriate/accurate reasons using detailed textual evidence (e.g., quotations or specific events from text) or relevant background knowledge about content with light support.",2012,"W.4.1, W.4.4, W.4.9, W.4.10, SL.4.4, SL.4.6, L.4.1, L.4.2, L.4.3, L.4.6"
CA,4,English Language Learners,15a6d104-2f4f-49db-8837-09393ff92f3a,71fccfcb-55b1-489b-9300-a776f875c556,5,'13303506003003003002,I.C.11.B.b.,Mode of Communication,"Express attitude and opinions or temper statements with nuanced modal expressions (e.g., probably/certainly, should/would) and phrasing (e.g., In my opinion . . .).",2012,"W.4.1, W.4.4, W.4.9, W.4.10, SL.4.4, SL.4.6, L.4.1, L.4.2, L.4.3, L.4.6"
CA,4,English Language Learners,8ef600bd-80eb-4e71-9575-ca7bb06de831,fac77248-26b1-405b-84e2-853a28c2430e,3,'13303506003004000000,I.C.12.,Mode of Communication,Selecting and applying varied and precise vocabulary and other language resources to effectively convey ideas,2012,"W.4.4, W.4.5, SL.4.4, SL.4.6, L.4.1, L.4.3, L.4.5, L.4.6"
CA,4,English Language Learners,fac77248-26b1-405b-84e2-853a28c2430e,2e05aa19-6d4d-4db4-8032-f20d6c85f61a,4,'13303506003004001000,I.C.12.EM.,Mode of Communication,Emerging,2012,
CA,4,English Language Learners,2e05aa19-6d4d-4db4-8032-f20d6c85f61a,9d619b97-dfa3-45a3-a515-c46c3336b06d,5,'13303506003004001001,I.C.12.EM.a.,Mode of Communication,Use a select number of general academic and domain_specific words to create precision while speaking and writing.,2012,"W.4.4, W.4.5, SL.4.4, SL.4.6, L.4.1, L.4.3, L.4.5, L.4.6"
CA,4,English Language Learners,2e05aa19-6d4d-4db4-8032-f20d6c85f61a,32e28aff-aed5-468c-a513-07abce376458,5,'13303506003004001002,I.C.12.EM.b.,Mode of Communication,"Select a few frequently used affixes for accuracy and precision (e.g., She walks, I’m unhappy.).",2012,"W.4.4, W.4.5, SL.4.4, SL.4.6, L.4.1, L.4.3, L.4.5, L.4.6"
CA,4,English Language Learners,fac77248-26b1-405b-84e2-853a28c2430e,d1047ac8-50b7-437b-b56d-aff4e02deaac,4,'13303506003004002000,I.C.12.EX.,Mode of Communication,Expanding,2012,
CA,4,English Language Learners,d1047ac8-50b7-437b-b56d-aff4e02deaac,b5a73c09-2f36-4cf7-a5ea-5c177d501b35,5,'13303506003004002001,I.C.12.EX.a.,Mode of Communication,"Use a growing number of general academic and domain_specific words, synonyms, and antonyms to create precision and shades of meaning while speaking and writing.",2012,"W.4.4, W.4.5, SL.4.4, SL.4.6, L.4.1, L.4.3, L.4.5, L.4.6"
CA,4,English Language Learners,d1047ac8-50b7-437b-b56d-aff4e02deaac,11fee4c2-3a25-459b-ae1a-f0dc43dfccb8,5,'13303506003004002002,I.C.12.EX.b.,Mode of Communication,"Select a growing number of frequently used affixes for accuracy and precision (e.g., She walked. He likes . . . , I’m unhappy.).",2012,"W.4.4, W.4.5, SL.4.4, SL.4.6, L.4.1, L.4.3, L.4.5, L.4.6"
CA,4,English Language Learners,fac77248-26b1-405b-84e2-853a28c2430e,135dc6c7-c201-4217-9709-210ce8a15bce,4,'13303506003004003000,I.C.12.B.,Mode of Communication,Bridging,2012,
CA,4,English Language Learners,135dc6c7-c201-4217-9709-210ce8a15bce,fb5ac990-fb62-4225-bd45-ca3fdf3b19bc,5,'13303506003004003001,I.C.12.B.a.,Mode of Communication,"Use a wide variety of general academic and domain_specific words, synonyms, antonyms, and figurative language to create precision and shades of meaning while speaking and writing.",2012,"W.4.4, W.4.5, SL.4.4, SL.4.6, L.4.1, L.4.3, L.4.5, L.4.6"
CA,4,English Language Learners,135dc6c7-c201-4217-9709-210ce8a15bce,aa759765-4be7-4a41-86bb-3e42b17283d8,5,'13303506003004003002,I.C.12.B.b.,Mode of Communication,"Select a variety of appropriate affixes for accuracy and precision (e.g., She’s walking. I’m uncomfortable. They left reluctantly.).",2012,"W.4.4, W.4.5, SL.4.4, SL.4.6, L.4.1, L.4.3, L.4.5, L.4.6"
CA,4,English Language Learners,0,19dcbdc5-5800-45e2-8e4e-fcfffc26149e,1,'13303507000000000000,CA.II.,Knowledge of Language,Part II: Learning About How English Works,2012,
CA,4,English Language Learners,19dcbdc5-5800-45e2-8e4e-fcfffc26149e,2d76d62a-ca00-4976-ad34-e8d8f971b420,2,'13303507001000000000,II.A.,Knowledge of Language,Structuring Cohesive Texts,2012,
CA,4,English Language Learners,2d76d62a-ca00-4976-ad34-e8d8f971b420,02da3007-263c-4761-ac97-15699014bf9c,3,'13303507001001000000,II.A.1.,Knowledge of Language,Understanding text structure,2012,"RL.4.5, RI.4.5, W.4.1, W.4.2, W.4.3, W.4.4, W.4.5, SL.4.4"
CA,4,English Language Learners,02da3007-263c-4761-ac97-15699014bf9c,ec362dac-d98f-4d82-9504-a411decb4b37,4,'13303507001001001000,II.A.1.EM.,Knowledge of Language,Emerging,2012,
CA,4,English Language Learners,ec362dac-d98f-4d82-9504-a411decb4b37,d6f1760d-462b-44c0-a278-4a6afdb3815d,5,'13303507001001001001,II.A.1.EM.a.,Knowledge of Language,"Apply understanding of how different text types are organized to express ideas (e.g., how a narrative is organized sequentially) to comprehending texts and writing basic texts.",2012,"RL.4.5, RI.4.5, W.4.1, W.4.2, W.4.3, W.4.4, W.4.5, SL.4.4"
CA,4,English Language Learners,02da3007-263c-4761-ac97-15699014bf9c,274dfa96-b169-4065-b990-ee07628f54ad,4,'13303507001001002000,II.A.1.EX.,Knowledge of Language,Expanding,2012,
CA,4,English Language Learners,274dfa96-b169-4065-b990-ee07628f54ad,bcbb34c7-76de-46fa-a823-c9e7a627c4b3,5,'13303507001001002001,II.A.1.EX.a.,Knowledge of Language,"Apply increasing understanding of how different text types are organized to express ideas (e.g., how a narrative is organized sequentially with predictable stages versus how an explanation is organized around ideas) to comprehending texts and writing texts with increasing cohesion.",2012,"RL.4.5, RI.4.5, W.4.1, W.4.2, W.4.3, W.4.4, W.4.5, SL.4.4"
CA,4,English Language Learners,02da3007-263c-4761-ac97-15699014bf9c,e34efcc3-88f3-4ec5-b73e-0aae582c02fd,4,'13303507001001003000,II.A.1.B.,Knowledge of Language,Bridging,2012,
CA,4,English Language Learners,e34efcc3-88f3-4ec5-b73e-0aae582c02fd,50568db6-4028-40ad-bcf6-1fe58c65d132,5,'13303507001001003001,II.A.1.B.a.,Knowledge of Language,"Apply understanding of how different text types are organized to express ideas (e.g., how a narrative is organized sequentially with predictable stages versus how opinions/arguments are structured logically, grouping related ideas) to comprehending texts and writing cohesive texts.",2012,"RL.4.5, RI.4.5, W.4.1, W.4.2, W.4.3, W.4.4, W.4.5, SL.4.4"
CA,4,English Language Learners,2d76d62a-ca00-4976-ad34-e8d8f971b420,a828ae09-6ce8-4f15-873d-5547451de5b7,3,'13303507001002000000,II.A.2.,Knowledge of Language,Understanding cohesion,2012,"RL.4.5, RI.4.5, W.4.1, W.4.2, W.4.3, W.4.4, SL.4.4, L.4.1, L.4.3"
CA,4,English Language Learners,a828ae09-6ce8-4f15-873d-5547451de5b7,d3ee9dc5-a665-44f9-bd7b-c4a2490d2d9f,4,'13303507001002001000,II.A.2.EM.,Knowledge of Language,Emerging,2012,
CA,4,English Language Learners,d3ee9dc5-a665-44f9-bd7b-c4a2490d2d9f,bad99e4b-479a-429b-9285-8165d51864ca,5,'13303507001002001001,II.A.2.EM.a.,Knowledge of Language,"Apply basic understanding of language resources for referring the reader back or forward in text (e.g., how pronouns refer back to nouns in text) to comprehending texts and writing basic texts.",2012,"RL.4.5, RI.4.5, W.4.1, W.4.2, W.4.3, W.4.4, SL.4.4, L.4.1, L.4.3"
CA,4,English Language Learners,d3ee9dc5-a665-44f9-bd7b-c4a2490d2d9f,b97368e5-f44d-4870-91d3-ecd433a98b82,5,'13303507001002001002,II.A.2.EM.b.,Knowledge of Language,"Apply basic understanding of how ideas, events, or reasons are linked throughout a text using everyday connecting words or phrases (e.g., first, yesterday) to comprehending texts and writing basic texts.",2012,"RL.4.5, RI.4.5, W.4.1, W.4.2, W.4.3, W.4.4, SL.4.4, L.4.1, L.4.3"
CA,4,English Language Learners,a828ae09-6ce8-4f15-873d-5547451de5b7,8ac758a8-d5b7-4ac0-8327-1b44543e8e1e,4,'13303507001002002000,II.A.2.EX.,Knowledge of Language,Expanding,2012,
CA,4,English Language Learners,8ac758a8-d5b7-4ac0-8327-1b44543e8e1e,644fb388-b1f7-4151-97a7-6b14b16bc5c7,5,'13303507001002002001,II.A.2.EX.a.,Knowledge of Language,"Apply growing understanding of language resources for referring the reader back or forward in text (e.g., how pronouns or synonyms refer back to nouns in text) to comprehending texts and writing texts with increasing cohesion.",2012,"RL.4.5, RI.4.5, W.4.1, W.4.2, W.4.3, W.4.4, SL.4.4, L.4.1, L.4.3"
CA,4,English Language Learners,8ac758a8-d5b7-4ac0-8327-1b44543e8e1e,2a30d808-326d-4580-bc34-e61c4b398dcc,5,'13303507001002002002,II.A.2.EX.b.,Knowledge of Language,"Apply growing understanding of how ideas, events, or reasons are linked throughout a text using a variety of connecting words or phrases (e.g., since, next, for example) to comprehending texts and writing texts with increasing cohesion.",2012,"RL.4.5, RI.4.5, W.4.1, W.4.2, W.4.3, W.4.4, SL.4.4, L.4.1, L.4.3"
